record_name,ref_name
Клапан противопожарный универсальный круглого сечения ВКС-2М(90)-160-НО-К-BF-220 Вентзащита,"Клапан противопожарный с пружинным приводом в комбинации с тепловым замком, тип КПС-1 (60), диаметр 800 мм"
Клапан противопожарный универсальный прямоугольный ВКС-2М(90)-500х300-НО-К-BF-220 Вентзащита,"Клапан противопожарный с пружинным приводом в комбинации с тепловым замком, тип КПС-1 (60), диаметр 800 мм"
Клапан противопожарный универсальный прямоугольный ВКС-2М(90)-600х300-НО-К-BF-220 Вентзащита,"Клапан противопожарный с пружинным приводом в комбинации с тепловым замком, тип КПС-1 (60), диаметр 800 мм"
Клапан противопожарный универсальный прямоугольный ВКС-2М(90)-700х400-НО-К-BF-220 Вентзащита,"Клапан противопожарный с пружинным приводом в комбинации с тепловым замком, тип КПС-1 (60), диаметр 800 мм"
Клапан противопожарный универсальный прямоугольный ВКС-2М(90)-700х500-НО-К-BF-220 Вентзащита,"Клапан противопожарный с пружинным приводом в комбинации с тепловым замком, тип КПС-1 (60), диаметр 800 мм"
Клапан запорно-присоединительный RLV-K RLV-K Ø15-Ø20  003L0280 Danfoss,"Клапан прямой/угловой латунный, никелированный, для двухтрубной системы отопления, номинальное давление 1,0 МПа, номинальный диаметр 15 мм"
Клапан запорно-присоединительный RLV-K RLV-K Ø15-Ø20  003L0280 Danfoss,"Клапан прямой/угловой латунный, никелированный, для двухтрубной системы отопления, номинальное давление 1,0 МПа, номинальный диаметр 15 мм"
Клапан запорно-присоединительный RLV-K RLV-K Ø15-Ø20  003L0280 Danfoss,"Клапан прямой/угловой латунный, никелированный, для двухтрубной системы отопления, номинальное давление 1,0 МПа, номинальный диаметр 15 мм"
Клапан запорно-присоединительный RLV-K RLV-K Ø15-Ø20  003L0280 Danfoss,"Клапан прямой/угловой латунный, никелированный, для двухтрубной системы отопления, номинальное давление 1,0 МПа, номинальный диаметр 15 мм"
Клапан запорно-балансировочный Danfoss CDT DN40,"Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
"Клапан ручной балансировочный Danfoss MNT, DN25 003Z2333","Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
Клапан запорно-балансировочный Danfoss CDT DN50,"Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
"Клапан ручной балансировочный Danfoss MNT, DN20 003Z2332","Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
"Клапан автоматический балансировочный APT, диапазон настройки 20-60 кПа, DN32 APT 20-60 003Z5744 Danfoss","Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
"Клапан автоматический балансировочный APT, диапазон настройки 20-60 кПа, DN40 APT 20-60 003Z5745 Danfoss","Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
"Клапан ручной балансировочный Danfoss MNT, DN25 003Z2333","Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
"Клапан ручной балансировочный Danfoss MNT, DN20 003Z2332","Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
Клапан запорно-балансировочный Danfoss CDT DN50,"Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
Клапан запорно-балансировочный Danfoss CDT DN40,"Клапан статический балансировочный латунный для систем отопления, ГВС, теплоснабжения, холодоснабжения, без измерительного порта, с внутренним резьбовым присоединением, давление 2,5 МПа, диаметр 20 мм"
Клапан термостатический угловой горизонтальный RTR-N 15 013G7048 Danfoss,"Клапан терморегулятора для однотрубной системы отопления, латунный никелированный, прямой, пропускная способность 2,3 м3/ч, номинальное давление 1,6 МПа, номинальный диаметр 15 мм"
Клапан термостатический угловой горизонтальный RTR-N 15 013G7048 Danfoss,"Клапан терморегулятора для однотрубной системы отопления, латунный никелированный, прямой, пропускная способность 2,3 м3/ч, номинальное давление 1,6 МПа, номинальный диаметр 15 мм"
клей для линолеума,Клей для укладки ПВХ-покрытий
клей для линолеума,Клей контактный однокомпонентный на основе нитрильной резины и синтетических смол для приклейки кровельных ПВХ мембран
плиточный клей,"Клей монтажный сухой для внутренних и наружных работ на основе цементного вяжущего, для плитки"
плиточный клей,"Клей монтажный сухой для внутренних и наружных работ на основе цементного вяжущего, для плитки"
плиточный клей,"Клей монтажный сухой для внутренних и наружных работ, водостойкий на основе цементного вяжущего, для облицовочных работ"
плиточный клей,"Клей монтажный сухой для внутренних и наружных работ, водостойкий на основе цементного вяжущего, для облицовочных работ"
"Клей гипсовый тонкослойный ""ВОЛМА-Монтаж или анолог",Клей монтажный сухой для внутренних работ на основе гипсового вяжущего
Клей для газобетонных блоков Ceresit CT 21 (или аналог),Клей монтажный сухой для внутренних работ на основе гипсового вяжущего
Анкер химический 300мл EASF300,"Клей эпоксидный двухкомпонентный для систем внешнего армирования, тиксотропная смесь бисфенол A/F эпоксидных смол, активных разбавителей, наполнителей, пигментов, целевых добавок (компонент A), алифматический аминный отвердитель (компонент B), плотность при 20 °C не более 1,85 г/см3, адгезия к бетону В30 не менее 2,5 МПа, цвет серый"
плиточный клей,"Клей, марка БМК-5к"
"Клей для плитки ilmax 3000 plus (до 60см), 25 кг (42 шт/пал)","Клей, марка БМК-5к"
Утеплитель кашированные плиты из пеностекла Неопорм D110 или аналог λб=0.045 Вт/м*К - 130 мм,"Клей-герметик кремнийорганический, марка Эласил 137-352"
Клемма заземления 400А Clamp ESAB,Клемма заземления КС-124
Клемма заземления КЗ-50 PRIME КЕДР,Клемма заземления КС-124
Клемма заземления КЗ-50 PRIME КЕДР,Клемма заземления КС-124
Клемма заземления КЗ-50 PRIME КЕДР,Клемма заземления КС-124
Клемма заземления КЗ-50 PRIME КЕДР,Клемма заземления КС-124
Клемма заземления КЗ-50 PRIME КЕДР,Клемма заземления КС-124
Клемма заземления КЗ-50 PRIME КЕДР,Клемма заземления КС-124
Клемма заземления КЗ-50 PRIME КЕДР,Клемма заземления КС-124
"Стержень заземления omex, длина 1,5 м, диаметр 20 мм, оцинкованный 219 20 OMEX FT",Клемма заземления КС-124 в комплекте с клыковой шайбой КС-044
016050 Кольцо уплотнительное д/двуст.труб d=50мм (121950) d=50мм ЗАО «Связьстройдеталь» 110604-00014,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
016050 Кольцо уплотнительное д/двуст.труб d=50мм (121950) d=50мм ЗАО «Связьстройдеталь» 110604-00014,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
016050 Кольцо уплотнительное д/двуст.труб d=50мм (121950) d=50мм ЗАО «Связьстройдеталь» 110604-00014,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
016050 Кольцо уплотнительное д/двуст.труб d=50мм (121950) d=50мм ЗАО «Связьстройдеталь» 110604-00014,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
016050 Кольцо уплотнительное д/двуст.труб d=50мм (121950) d=50мм ЗАО «Связьстройдеталь» 110604-00014,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
"Кольцо стеновое с футеровкой  КС 15.6( фут), пазо-гребневым соединением,         с уплотнительными кольцами ГОСТ 8020-2016",Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
"Трубы ""Корсис ПРО"" SN16 полимерные двухслойные гофрированные со структурирированной стенкой, муфтовые с уплотнительными кольцами DN/ID 225/200 мм",Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
Кольцо уплотнительное OD230/ID200К,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
"Трубы ""Корсис ПРО "" SN16 полимерные двухслойные гофрированные со структурирированной стенкой , муфтовые с уплотнительными кольцами DN/ОD 300х364мм",Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
Кольцо уплотнительное OD340/ID300К,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
"Трубы ""Корсис ПРО"" SN16 полимерные двухслойные гофрированные со структурирированной стенкой,раструбные DN/ID 400/487 мм",Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
Кольцо уплотнительное OD460/ID400К,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
"Трубы ""Корсис ПРО "" SN16полимерные двухслойные гофрированные со структурирированной стенкой , раструбныеDN/ID 500 х603мм ГОСТ54475-2011 ТУ22.21.21-001-73011750- Корсис",Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
Кольцо уплотнительное OD575/ID500К,Кольца резиновые уплотнительные для муфтового соединения стыков хризотилцементных труб диаметром условного прохода 150 мм
"Кольцо опорное КО-1,5 110301-00002 ЗАО «Связьстройдеталь»","Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
Кольцо опорное КО 6,"Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
"Кольцо опорное КО-1,5 КО-1,5 ЗАО «Связьстройдеталь» 110301-00002","Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
"Кольцо опорное КО-1,5 КО-1,5 ЗАО «Связьстройдеталь» 110301-00002","Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
"Кольцо опорное КО-1,5 КО-1,5 ЗАО «Связьстройдеталь» 110301-00002","Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
"Кольцо опорное КО-1,5 КО-1,5 ЗАО «Связьстройдеталь» 110301-00002","Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
"Кольцо опорное КО-1,5(срок постаки 14 дней поставка к поставщику + 4 недели до Клд)","Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
Колодец перепадной железобетонный ∅1500мм (с внутренней футеровкой),"Кольцо опорное железобетонное, КО-4-70, бетон В15, объем 0,02 м3, расход арматуры 0,5 кг"
"Опорно -направляющее кольцо , состоящее из двух полуколец ОНК РА/РЕ шаг опор 2.0м для труб ∅426мм м","Кольцо стальное опорно-направляющее для труб, диаметр 50 мм"
Колодец сборный железобетонный ∅1500мм (с внутренней футеровкой),"Кольцо стеновое смотровых колодцев железобетонное КС15.6, бетон В15, объем 0,265 м3, расход арматуры 4,94 кг"
Колодец сборный железобетонный ∅1500мм (с внутренней футеровкой),"Кольцо стеновое смотровых колодцев железобетонное КС15.6, бетон В15, объем 0,265 м3, расход арматуры 4,94 кг"
Дождеприемные колодцы ВД-8 ∅800мм,"Кольцо стеновое смотровых колодцев железобетонное КС15.6, бетон В15, объем 0,265 м3, расход арматуры 4,94 кг"
"Люки чугунные (тяжелый) тип ""л"" с шарнирным креплением для колодцев","Кольцо стеновое смотровых колодцев железобетонное КС15.6, бетон В15, объем 0,265 м3, расход арматуры 4,94 кг"
Колодец сборный железобетонный ∅1500мм (с внутренней футеровкой),"Кольцо стеновое смотровых колодцев железобетонное КС7.3, бетон В15, объем 0,05 м3, расход арматуры 1,64 кг"
Колодец перепадной железобетонный ∅1500мм (с внутренней футеровкой),"Кольцо стеновое смотровых колодцев железобетонное КС7.3, бетон В15, объем 0,05 м3, расход арматуры 1,64 кг"
"Труба стальная Ду200 – Ø219х6,0 в тепловой изоляции типа 1 из пенополиуретана в полиэтеленовой трубе - оболочке с металлической заглушкой изоляции и закольцовкой проводников системы ОДК","Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 219 мм, наружный диаметр изоляции 315 мм"
"Труба стальная Ду300 – Ø325х7,0 в тепловой изоляции типа 1 из пенополиуретана в полиэтеленовой трубе - оболочке с металлической заглушкой изоляции и закольцовкой проводников системы ОДК","Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду125 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду150 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду40 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду50 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду125 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду150 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду200 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду250 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду300 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду40 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду50 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду300 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка (муфта+пенопакет+термоклей+пробки+ гильзы+держатели ОДК) 273-1(400),"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка (муфта+пенопакет+термокпей+пробки+ гильзы+держатели ОДК) 159-1(250),"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду200 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка (муфта+пенопакет+термокпей+пробки+ гильзы+держатели ОДК) 325-1(450),"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду150 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду150 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду125 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду125 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду150 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду150 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду200 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду200 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду250 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду250с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду300 с оцинкованной муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду300 с оцинкованной муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду300 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду300 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду40 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду40 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду50 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду50 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыков КЗС (Т) для предизолированныхтруб Ду 133/225,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыка трубопровода Ду150 с термоусаживаемой муфтой,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыков КЗС (Т) для предизолированныхтруб Ду 45/110,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
Комплект заделки стыков КЗС (Т) для предизолированныхтруб Ду 57/125,"Комплект для изоляции сварного стыка стальных труб с теплоизоляцией из пенополиуретана в полиэтиленовой оболочке, с полиэтиленовой муфтой длиной 500 мм, с термоусадочными манжетами, наружный диаметр трубы 32 мм, наружный диаметр изоляции 125 мм"
